image_id,raw_image_path,processed_image_path,thumbnail_path,source_root,split,filename,material_type,script_family,is_manuscript,notes
335,data\raw\manuscripts\hf_sanskrit_ocr\train\1143.png,data\processed\images_1024\hf_sanskrit_ocr\train\1143.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1143.png,hf_sanskrit_ocr,train,1143.png,printed,Devanagari,no, auto: HF OCR typed sample
336,data\raw\manuscripts\hf_sanskrit_ocr\train\1144.png,data\processed\images_1024\hf_sanskrit_ocr\train\1144.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1144.png,hf_sanskrit_ocr,train,1144.png,printed,Devanagari,no, auto: HF OCR typed sample
337,data\raw\manuscripts\hf_sanskrit_ocr\train\1149.png,data\processed\images_1024\hf_sanskrit_ocr\train\1149.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1149.png,hf_sanskrit_ocr,train,1149.png,printed,Devanagari,no, auto: HF OCR typed sample
338,data\raw\manuscripts\hf_sanskrit_ocr\train\1150.png,data\processed\images_1024\hf_sanskrit_ocr\train\1150.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1150.png,hf_sanskrit_ocr,train,1150.png,printed,Devanagari,no, auto: HF OCR typed sample
339,data\raw\manuscripts\hf_sanskrit_ocr\train\1151.png,data\processed\images_1024\hf_sanskrit_ocr\train\1151.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1151.png,hf_sanskrit_ocr,train,1151.png,printed,Devanagari,no, auto: HF OCR typed sample
340,data\raw\manuscripts\hf_sanskrit_ocr\train\1152.png,data\processed\images_1024\hf_sanskrit_ocr\train\1152.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1152.png,hf_sanskrit_ocr,train,1152.png,printed,Devanagari,no, auto: HF OCR typed sample
341,data\raw\manuscripts\hf_sanskrit_ocr\train\1153.png,data\processed\images_1024\hf_sanskrit_ocr\train\1153.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1153.png,hf_sanskrit_ocr,train,1153.png,printed,Devanagari,no, auto: HF OCR typed sample
342,data\raw\manuscripts\hf_sanskrit_ocr\train\1154.png,data\processed\images_1024\hf_sanskrit_ocr\train\1154.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1154.png,hf_sanskrit_ocr,train,1154.png,printed,Devanagari,no, auto: HF OCR typed sample
343,data\raw\manuscripts\hf_sanskrit_ocr\train\1155.png,data\processed\images_1024\hf_sanskrit_ocr\train\1155.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1155.png,hf_sanskrit_ocr,train,1155.png,printed,Devanagari,no, auto: HF OCR typed sample
344,data\raw\manuscripts\hf_sanskrit_ocr\train\1156.png,data\processed\images_1024\hf_sanskrit_ocr\train\1156.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1156.png,hf_sanskrit_ocr,train,1156.png,printed,Devanagari,no, auto: HF OCR typed sample
345,data\raw\manuscripts\hf_sanskrit_ocr\train\1157.png,data\processed\images_1024\hf_sanskrit_ocr\train\1157.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1157.png,hf_sanskrit_ocr,train,1157.png,printed,Devanagari,no, auto: HF OCR typed sample
346,data\raw\manuscripts\hf_sanskrit_ocr\train\1158.png,data\processed\images_1024\hf_sanskrit_ocr\train\1158.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1158.png,hf_sanskrit_ocr,train,1158.png,printed,Devanagari,no, auto: HF OCR typed sample
347,data\raw\manuscripts\hf_sanskrit_ocr\train\1160.png,data\processed\images_1024\hf_sanskrit_ocr\train\1160.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1160.png,hf_sanskrit_ocr,train,1160.png,printed,Devanagari,no, auto: HF OCR typed sample
348,data\raw\manuscripts\hf_sanskrit_ocr\train\1161.png,data\processed\images_1024\hf_sanskrit_ocr\train\1161.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1161.png,hf_sanskrit_ocr,train,1161.png,printed,Devanagari,no, auto: HF OCR typed sample
349,data\raw\manuscripts\hf_sanskrit_ocr\train\1163.png,data\processed\images_1024\hf_sanskrit_ocr\train\1163.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1163.png,hf_sanskrit_ocr,train,1163.png,printed,Devanagari,no, auto: HF OCR typed sample
350,data\raw\manuscripts\hf_sanskrit_ocr\train\1165.png,data\processed\images_1024\hf_sanskrit_ocr\train\1165.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1165.png,hf_sanskrit_ocr,train,1165.png,printed,Devanagari,no, auto: HF OCR typed sample
351,data\raw\manuscripts\hf_sanskrit_ocr\train\1168.png,data\processed\images_1024\hf_sanskrit_ocr\train\1168.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1168.png,hf_sanskrit_ocr,train,1168.png,printed,Devanagari,no, auto: HF OCR typed sample
352,data\raw\manuscripts\hf_sanskrit_ocr\train\117.png,data\processed\images_1024\hf_sanskrit_ocr\train\117.png,data\processed\thumbnails\hf_sanskrit_ocr\train\117.png,hf_sanskrit_ocr,train,117.png,printed,Devanagari,no, auto: HF OCR typed sample
353,data\raw\manuscripts\hf_sanskrit_ocr\train\1170.png,data\processed\images_1024\hf_sanskrit_ocr\train\1170.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1170.png,hf_sanskrit_ocr,train,1170.png,printed,Devanagari,no, auto: HF OCR typed sample
354,data\raw\manuscripts\hf_sanskrit_ocr\train\1172.png,data\processed\images_1024\hf_sanskrit_ocr\train\1172.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1172.png,hf_sanskrit_ocr,train,1172.png,printed,Devanagari,no, auto: HF OCR typed sample
355,data\raw\manuscripts\hf_sanskrit_ocr\train\1175.png,data\processed\images_1024\hf_sanskrit_ocr\train\1175.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1175.png,hf_sanskrit_ocr,train,1175.png,printed,Devanagari,no, auto: HF OCR typed sample
356,data\raw\manuscripts\hf_sanskrit_ocr\train\1178.png,data\processed\images_1024\hf_sanskrit_ocr\train\1178.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1178.png,hf_sanskrit_ocr,train,1178.png,printed,Devanagari,no, auto: HF OCR typed sample
357,data\raw\manuscripts\hf_sanskrit_ocr\train\1179.png,data\processed\images_1024\hf_sanskrit_ocr\train\1179.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1179.png,hf_sanskrit_ocr,train,1179.png,printed,Devanagari,no, auto: HF OCR typed sample
358,data\raw\manuscripts\hf_sanskrit_ocr\train\118.png,data\processed\images_1024\hf_sanskrit_ocr\train\118.png,data\processed\thumbnails\hf_sanskrit_ocr\train\118.png,hf_sanskrit_ocr,train,118.png,printed,Devanagari,no, auto: HF OCR typed sample
359,data\raw\manuscripts\hf_sanskrit_ocr\train\1180.png,data\processed\images_1024\hf_sanskrit_ocr\train\1180.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1180.png,hf_sanskrit_ocr,train,1180.png,printed,Devanagari,no, auto: HF OCR typed sample
360,data\raw\manuscripts\hf_sanskrit_ocr\train\1184.png,data\processed\images_1024\hf_sanskrit_ocr\train\1184.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1184.png,hf_sanskrit_ocr,train,1184.png,printed,Devanagari,no, auto: HF OCR typed sample
361,data\raw\manuscripts\hf_sanskrit_ocr\train\1185.png,data\processed\images_1024\hf_sanskrit_ocr\train\1185.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1185.png,hf_sanskrit_ocr,train,1185.png,printed,Devanagari,no, auto: HF OCR typed sample
362,data\raw\manuscripts\hf_sanskrit_ocr\train\1186.png,data\processed\images_1024\hf_sanskrit_ocr\train\1186.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1186.png,hf_sanskrit_ocr,train,1186.png,printed,Devanagari,no, auto: HF OCR typed sample
363,data\raw\manuscripts\hf_sanskrit_ocr\train\1188.png,data\processed\images_1024\hf_sanskrit_ocr\train\1188.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1188.png,hf_sanskrit_ocr,train,1188.png,printed,Devanagari,no, auto: HF OCR typed sample
364,data\raw\manuscripts\hf_sanskrit_ocr\train\1189.png,data\processed\images_1024\hf_sanskrit_ocr\train\1189.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1189.png,hf_sanskrit_ocr,train,1189.png,printed,Devanagari,no, auto: HF OCR typed sample
365,data\raw\manuscripts\hf_sanskrit_ocr\train\119.png,data\processed\images_1024\hf_sanskrit_ocr\train\119.png,data\processed\thumbnails\hf_sanskrit_ocr\train\119.png,hf_sanskrit_ocr,train,119.png,printed,Devanagari,no, auto: HF OCR typed sample
366,data\raw\manuscripts\hf_sanskrit_ocr\train\1190.png,data\processed\images_1024\hf_sanskrit_ocr\train\1190.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1190.png,hf_sanskrit_ocr,train,1190.png,printed,Devanagari,no, auto: HF OCR typed sample
367,data\raw\manuscripts\hf_sanskrit_ocr\train\1192.png,data\processed\images_1024\hf_sanskrit_ocr\train\1192.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1192.png,hf_sanskrit_ocr,train,1192.png,printed,Devanagari,no, auto: HF OCR typed sample
368,data\raw\manuscripts\hf_sanskrit_ocr\train\1195.png,data\processed\images_1024\hf_sanskrit_ocr\train\1195.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1195.png,hf_sanskrit_ocr,train,1195.png,printed,Devanagari,no, auto: HF OCR typed sample
369,data\raw\manuscripts\hf_sanskrit_ocr\train\1196.png,data\processed\images_1024\hf_sanskrit_ocr\train\1196.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1196.png,hf_sanskrit_ocr,train,1196.png,printed,Devanagari,no, auto: HF OCR typed sample
370,data\raw\manuscripts\hf_sanskrit_ocr\train\1197.png,data\processed\images_1024\hf_sanskrit_ocr\train\1197.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1197.png,hf_sanskrit_ocr,train,1197.png,printed,Devanagari,no, auto: HF OCR typed sample
371,data\raw\manuscripts\hf_sanskrit_ocr\train\1199.png,data\processed\images_1024\hf_sanskrit_ocr\train\1199.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1199.png,hf_sanskrit_ocr,train,1199.png,printed,Devanagari,no, auto: HF OCR typed sample
372,data\raw\manuscripts\hf_sanskrit_ocr\train\12.png,data\processed\images_1024\hf_sanskrit_ocr\train\12.png,data\processed\thumbnails\hf_sanskrit_ocr\train\12.png,hf_sanskrit_ocr,train,12.png,printed,Devanagari,no, auto: HF OCR typed sample
373,data\raw\manuscripts\hf_sanskrit_ocr\train\1200.png,data\processed\images_1024\hf_sanskrit_ocr\train\1200.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1200.png,hf_sanskrit_ocr,train,1200.png,printed,Devanagari,no, auto: HF OCR typed sample
374,data\raw\manuscripts\hf_sanskrit_ocr\train\1204.png,data\processed\images_1024\hf_sanskrit_ocr\train\1204.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1204.png,hf_sanskrit_ocr,train,1204.png,printed,Devanagari,no, auto: HF OCR typed sample
375,data\raw\manuscripts\hf_sanskrit_ocr\train\1207.png,data\processed\images_1024\hf_sanskrit_ocr\train\1207.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1207.png,hf_sanskrit_ocr,train,1207.png,printed,Devanagari,no, auto: HF OCR typed sample
376,data\raw\manuscripts\hf_sanskrit_ocr\train\1208.png,data\processed\images_1024\hf_sanskrit_ocr\train\1208.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1208.png,hf_sanskrit_ocr,train,1208.png,printed,Devanagari,no, auto: HF OCR typed sample
377,data\raw\manuscripts\hf_sanskrit_ocr\train\1211.png,data\processed\images_1024\hf_sanskrit_ocr\train\1211.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1211.png,hf_sanskrit_ocr,train,1211.png,printed,Devanagari,no, auto: HF OCR typed sample
378,data\raw\manuscripts\hf_sanskrit_ocr\train\1212.png,data\processed\images_1024\hf_sanskrit_ocr\train\1212.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1212.png,hf_sanskrit_ocr,train,1212.png,printed,Devanagari,no, auto: HF OCR typed sample
379,data\raw\manuscripts\hf_sanskrit_ocr\train\1213.png,data\processed\images_1024\hf_sanskrit_ocr\train\1213.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1213.png,hf_sanskrit_ocr,train,1213.png,printed,Devanagari,no, auto: HF OCR typed sample
380,data\raw\manuscripts\hf_sanskrit_ocr\train\1214.png,data\processed\images_1024\hf_sanskrit_ocr\train\1214.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1214.png,hf_sanskrit_ocr,train,1214.png,printed,Devanagari,no, auto: HF OCR typed sample
381,data\raw\manuscripts\hf_sanskrit_ocr\train\122.png,data\processed\images_1024\hf_sanskrit_ocr\train\122.png,data\processed\thumbnails\hf_sanskrit_ocr\train\122.png,hf_sanskrit_ocr,train,122.png,printed,Devanagari,no, auto: HF OCR typed sample
382,data\raw\manuscripts\hf_sanskrit_ocr\train\1220.png,data\processed\images_1024\hf_sanskrit_ocr\train\1220.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1220.png,hf_sanskrit_ocr,train,1220.png,printed,Devanagari,no, auto: HF OCR typed sample
383,data\raw\manuscripts\hf_sanskrit_ocr\train\1221.png,data\processed\images_1024\hf_sanskrit_ocr\train\1221.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1221.png,hf_sanskrit_ocr,train,1221.png,printed,Devanagari,no, auto: HF OCR typed sample
384,data\raw\manuscripts\hf_sanskrit_ocr\train\1222.png,data\processed\images_1024\hf_sanskrit_ocr\train\1222.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1222.png,hf_sanskrit_ocr,train,1222.png,printed,Devanagari,no, auto: HF OCR typed sample
385,data\raw\manuscripts\hf_sanskrit_ocr\train\1224.png,data\processed\images_1024\hf_sanskrit_ocr\train\1224.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1224.png,hf_sanskrit_ocr,train,1224.png,printed,Devanagari,no, auto: HF OCR typed sample
386,data\raw\manuscripts\hf_sanskrit_ocr\train\1226.png,data\processed\images_1024\hf_sanskrit_ocr\train\1226.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1226.png,hf_sanskrit_ocr,train,1226.png,printed,Devanagari,no, auto: HF OCR typed sample
387,data\raw\manuscripts\hf_sanskrit_ocr\train\1228.png,data\processed\images_1024\hf_sanskrit_ocr\train\1228.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1228.png,hf_sanskrit_ocr,train,1228.png,printed,Devanagari,no, auto: HF OCR typed sample
388,data\raw\manuscripts\hf_sanskrit_ocr\train\1230.png,data\processed\images_1024\hf_sanskrit_ocr\train\1230.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1230.png,hf_sanskrit_ocr,train,1230.png,printed,Devanagari,no, auto: HF OCR typed sample
389,data\raw\manuscripts\hf_sanskrit_ocr\train\1231.png,data\processed\images_1024\hf_sanskrit_ocr\train\1231.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1231.png,hf_sanskrit_ocr,train,1231.png,printed,Devanagari,no, auto: HF OCR typed sample
390,data\raw\manuscripts\hf_sanskrit_ocr\train\1232.png,data\processed\images_1024\hf_sanskrit_ocr\train\1232.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1232.png,hf_sanskrit_ocr,train,1232.png,printed,Devanagari,no, auto: HF OCR typed sample
391,data\raw\manuscripts\hf_sanskrit_ocr\train\1234.png,data\processed\images_1024\hf_sanskrit_ocr\train\1234.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1234.png,hf_sanskrit_ocr,train,1234.png,printed,Devanagari,no, auto: HF OCR typed sample
392,data\raw\manuscripts\hf_sanskrit_ocr\train\1235.png,data\processed\images_1024\hf_sanskrit_ocr\train\1235.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1235.png,hf_sanskrit_ocr,train,1235.png,printed,Devanagari,no, auto: HF OCR typed sample
393,data\raw\manuscripts\hf_sanskrit_ocr\train\1236.png,data\processed\images_1024\hf_sanskrit_ocr\train\1236.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1236.png,hf_sanskrit_ocr,train,1236.png,printed,Devanagari,no, auto: HF OCR typed sample
394,data\raw\manuscripts\hf_sanskrit_ocr\train\124.png,data\processed\images_1024\hf_sanskrit_ocr\train\124.png,data\processed\thumbnails\hf_sanskrit_ocr\train\124.png,hf_sanskrit_ocr,train,124.png,printed,Devanagari,no, auto: HF OCR typed sample
395,data\raw\manuscripts\hf_sanskrit_ocr\train\1240.png,data\processed\images_1024\hf_sanskrit_ocr\train\1240.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1240.png,hf_sanskrit_ocr,train,1240.png,printed,Devanagari,no, auto: HF OCR typed sample
396,data\raw\manuscripts\hf_sanskrit_ocr\train\1241.png,data\processed\images_1024\hf_sanskrit_ocr\train\1241.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1241.png,hf_sanskrit_ocr,train,1241.png,printed,Devanagari,no, auto: HF OCR typed sample
397,data\raw\manuscripts\hf_sanskrit_ocr\train\1243.png,data\processed\images_1024\hf_sanskrit_ocr\train\1243.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1243.png,hf_sanskrit_ocr,train,1243.png,printed,Devanagari,no, auto: HF OCR typed sample
398,data\raw\manuscripts\hf_sanskrit_ocr\train\1245.png,data\processed\images_1024\hf_sanskrit_ocr\train\1245.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1245.png,hf_sanskrit_ocr,train,1245.png,printed,Devanagari,no, auto: HF OCR typed sample
399,data\raw\manuscripts\hf_sanskrit_ocr\train\1246.png,data\processed\images_1024\hf_sanskrit_ocr\train\1246.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1246.png,hf_sanskrit_ocr,train,1246.png,printed,Devanagari,no, auto: HF OCR typed sample
400,data\raw\manuscripts\hf_sanskrit_ocr\train\1247.png,data\processed\images_1024\hf_sanskrit_ocr\train\1247.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1247.png,hf_sanskrit_ocr,train,1247.png,printed,Devanagari,no, auto: HF OCR typed sample
401,data\raw\manuscripts\hf_sanskrit_ocr\train\1255.png,data\processed\images_1024\hf_sanskrit_ocr\train\1255.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1255.png,hf_sanskrit_ocr,train,1255.png,printed,Devanagari,no, auto: HF OCR typed sample
402,data\raw\manuscripts\hf_sanskrit_ocr\train\1257.png,data\processed\images_1024\hf_sanskrit_ocr\train\1257.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1257.png,hf_sanskrit_ocr,train,1257.png,printed,Devanagari,no, auto: HF OCR typed sample
403,data\raw\manuscripts\hf_sanskrit_ocr\train\1258.png,data\processed\images_1024\hf_sanskrit_ocr\train\1258.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1258.png,hf_sanskrit_ocr,train,1258.png,printed,Devanagari,no, auto: HF OCR typed sample
404,data\raw\manuscripts\hf_sanskrit_ocr\train\1259.png,data\processed\images_1024\hf_sanskrit_ocr\train\1259.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1259.png,hf_sanskrit_ocr,train,1259.png,printed,Devanagari,no, auto: HF OCR typed sample
405,data\raw\manuscripts\hf_sanskrit_ocr\train\1261.png,data\processed\images_1024\hf_sanskrit_ocr\train\1261.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1261.png,hf_sanskrit_ocr,train,1261.png,printed,Devanagari,no, auto: HF OCR typed sample
406,data\raw\manuscripts\hf_sanskrit_ocr\train\1262.png,data\processed\images_1024\hf_sanskrit_ocr\train\1262.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1262.png,hf_sanskrit_ocr,train,1262.png,printed,Devanagari,no, auto: HF OCR typed sample
407,data\raw\manuscripts\hf_sanskrit_ocr\train\1263.png,data\processed\images_1024\hf_sanskrit_ocr\train\1263.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1263.png,hf_sanskrit_ocr,train,1263.png,printed,Devanagari,no, auto: HF OCR typed sample
408,data\raw\manuscripts\hf_sanskrit_ocr\train\1264.png,data\processed\images_1024\hf_sanskrit_ocr\train\1264.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1264.png,hf_sanskrit_ocr,train,1264.png,printed,Devanagari,no, auto: HF OCR typed sample
409,data\raw\manuscripts\hf_sanskrit_ocr\train\1265.png,data\processed\images_1024\hf_sanskrit_ocr\train\1265.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1265.png,hf_sanskrit_ocr,train,1265.png,printed,Devanagari,no, auto: HF OCR typed sample
410,data\raw\manuscripts\hf_sanskrit_ocr\train\1268.png,data\processed\images_1024\hf_sanskrit_ocr\train\1268.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1268.png,hf_sanskrit_ocr,train,1268.png,printed,Devanagari,no, auto: HF OCR typed sample
411,data\raw\manuscripts\hf_sanskrit_ocr\train\127.png,data\processed\images_1024\hf_sanskrit_ocr\train\127.png,data\processed\thumbnails\hf_sanskrit_ocr\train\127.png,hf_sanskrit_ocr,train,127.png,printed,Devanagari,no, auto: HF OCR typed sample
412,data\raw\manuscripts\hf_sanskrit_ocr\train\1270.png,data\processed\images_1024\hf_sanskrit_ocr\train\1270.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1270.png,hf_sanskrit_ocr,train,1270.png,printed,Devanagari,no, auto: HF OCR typed sample
413,data\raw\manuscripts\hf_sanskrit_ocr\train\1271.png,data\processed\images_1024\hf_sanskrit_ocr\train\1271.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1271.png,hf_sanskrit_ocr,train,1271.png,printed,Devanagari,no, auto: HF OCR typed sample
414,data\raw\manuscripts\hf_sanskrit_ocr\train\1272.png,data\processed\images_1024\hf_sanskrit_ocr\train\1272.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1272.png,hf_sanskrit_ocr,train,1272.png,printed,Devanagari,no, auto: HF OCR typed sample
415,data\raw\manuscripts\hf_sanskrit_ocr\train\1273.png,data\processed\images_1024\hf_sanskrit_ocr\train\1273.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1273.png,hf_sanskrit_ocr,train,1273.png,printed,Devanagari,no, auto: HF OCR typed sample
416,data\raw\manuscripts\hf_sanskrit_ocr\train\1274.png,data\processed\images_1024\hf_sanskrit_ocr\train\1274.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1274.png,hf_sanskrit_ocr,train,1274.png,printed,Devanagari,no, auto: HF OCR typed sample
417,data\raw\manuscripts\hf_sanskrit_ocr\train\1276.png,data\processed\images_1024\hf_sanskrit_ocr\train\1276.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1276.png,hf_sanskrit_ocr,train,1276.png,printed,Devanagari,no, auto: HF OCR typed sample
418,data\raw\manuscripts\hf_sanskrit_ocr\train\1278.png,data\processed\images_1024\hf_sanskrit_ocr\train\1278.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1278.png,hf_sanskrit_ocr,train,1278.png,printed,Devanagari,no, auto: HF OCR typed sample
419,data\raw\manuscripts\hf_sanskrit_ocr\train\128.png,data\processed\images_1024\hf_sanskrit_ocr\train\128.png,data\processed\thumbnails\hf_sanskrit_ocr\train\128.png,hf_sanskrit_ocr,train,128.png,printed,Devanagari,no, auto: HF OCR typed sample
420,data\raw\manuscripts\hf_sanskrit_ocr\train\1280.png,data\processed\images_1024\hf_sanskrit_ocr\train\1280.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1280.png,hf_sanskrit_ocr,train,1280.png,printed,Devanagari,no, auto: HF OCR typed sample
421,data\raw\manuscripts\hf_sanskrit_ocr\train\1282.png,data\processed\images_1024\hf_sanskrit_ocr\train\1282.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1282.png,hf_sanskrit_ocr,train,1282.png,printed,Devanagari,no, auto: HF OCR typed sample
422,data\raw\manuscripts\hf_sanskrit_ocr\train\1284.png,data\processed\images_1024\hf_sanskrit_ocr\train\1284.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1284.png,hf_sanskrit_ocr,train,1284.png,printed,Devanagari,no, auto: HF OCR typed sample
423,data\raw\manuscripts\hf_sanskrit_ocr\train\1286.png,data\processed\images_1024\hf_sanskrit_ocr\train\1286.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1286.png,hf_sanskrit_ocr,train,1286.png,printed,Devanagari,no, auto: HF OCR typed sample
424,data\raw\manuscripts\hf_sanskrit_ocr\train\1287.png,data\processed\images_1024\hf_sanskrit_ocr\train\1287.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1287.png,hf_sanskrit_ocr,train,1287.png,printed,Devanagari,no, auto: HF OCR typed sample
425,data\raw\manuscripts\hf_sanskrit_ocr\train\1289.png,data\processed\images_1024\hf_sanskrit_ocr\train\1289.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1289.png,hf_sanskrit_ocr,train,1289.png,printed,Devanagari,no, auto: HF OCR typed sample
426,data\raw\manuscripts\hf_sanskrit_ocr\train\1292.png,data\processed\images_1024\hf_sanskrit_ocr\train\1292.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1292.png,hf_sanskrit_ocr,train,1292.png,printed,Devanagari,no, auto: HF OCR typed sample
427,data\raw\manuscripts\hf_sanskrit_ocr\train\1294.png,data\processed\images_1024\hf_sanskrit_ocr\train\1294.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1294.png,hf_sanskrit_ocr,train,1294.png,printed,Devanagari,no, auto: HF OCR typed sample
428,data\raw\manuscripts\hf_sanskrit_ocr\train\1295.png,data\processed\images_1024\hf_sanskrit_ocr\train\1295.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1295.png,hf_sanskrit_ocr,train,1295.png,printed,Devanagari,no, auto: HF OCR typed sample
429,data\raw\manuscripts\hf_sanskrit_ocr\train\1297.png,data\processed\images_1024\hf_sanskrit_ocr\train\1297.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1297.png,hf_sanskrit_ocr,train,1297.png,printed,Devanagari,no, auto: HF OCR typed sample
430,data\raw\manuscripts\hf_sanskrit_ocr\train\1298.png,data\processed\images_1024\hf_sanskrit_ocr\train\1298.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1298.png,hf_sanskrit_ocr,train,1298.png,printed,Devanagari,no, auto: HF OCR typed sample
431,data\raw\manuscripts\hf_sanskrit_ocr\train\1299.png,data\processed\images_1024\hf_sanskrit_ocr\train\1299.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1299.png,hf_sanskrit_ocr,train,1299.png,printed,Devanagari,no, auto: HF OCR typed sample
432,data\raw\manuscripts\hf_sanskrit_ocr\train\13.png,data\processed\images_1024\hf_sanskrit_ocr\train\13.png,data\processed\thumbnails\hf_sanskrit_ocr\train\13.png,hf_sanskrit_ocr,train,13.png,printed,Devanagari,no, auto: HF OCR typed sample
433,data\raw\manuscripts\hf_sanskrit_ocr\train\1301.png,data\processed\images_1024\hf_sanskrit_ocr\train\1301.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1301.png,hf_sanskrit_ocr,train,1301.png,printed,Devanagari,no, auto: HF OCR typed sample
434,data\raw\manuscripts\hf_sanskrit_ocr\train\1303.png,data\processed\images_1024\hf_sanskrit_ocr\train\1303.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1303.png,hf_sanskrit_ocr,train,1303.png,printed,Devanagari,no, auto: HF OCR typed sample
435,data\raw\manuscripts\hf_sanskrit_ocr\train\1305.png,data\processed\images_1024\hf_sanskrit_ocr\train\1305.png,data\processed\thumbnails\hf_sanskrit_ocr\train\1305.png,hf_sanskrit_ocr,train,1305.png,printed,Devanagari,no, auto: HF OCR typed sample
