data_type,date_end_ce,date_start_ce,filename,folio_id,image_id,manuscript_id,material_type,processed_image_path,raw_image_path,script_family,source_root,split,text_file_path,thumbnail_path,work_title
image,,,1678.png,FOLIO_000658,658,hf_sanskrit_ocr_000658,,data\processed\images_1024\hf_sanskrit_ocr\train\1678.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1678.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1678.png,
image,,,168.png,FOLIO_000659,659,hf_sanskrit_ocr_000659,,data\processed\images_1024\hf_sanskrit_ocr\train\168.png,data\raw\manuscripts\hf_sanskrit_ocr\train\168.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\168.png,
image,,,1682.png,FOLIO_000660,660,hf_sanskrit_ocr_000660,,data\processed\images_1024\hf_sanskrit_ocr\train\1682.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1682.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1682.png,
image,,,1683.png,FOLIO_000661,661,hf_sanskrit_ocr_000661,,data\processed\images_1024\hf_sanskrit_ocr\train\1683.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1683.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1683.png,
image,,,1684.png,FOLIO_000662,662,hf_sanskrit_ocr_000662,,data\processed\images_1024\hf_sanskrit_ocr\train\1684.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1684.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1684.png,
image,,,1686.png,FOLIO_000663,663,hf_sanskrit_ocr_000663,,data\processed\images_1024\hf_sanskrit_ocr\train\1686.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1686.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1686.png,
image,,,1688.png,FOLIO_000664,664,hf_sanskrit_ocr_000664,,data\processed\images_1024\hf_sanskrit_ocr\train\1688.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1688.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1688.png,
image,,,1689.png,FOLIO_000665,665,hf_sanskrit_ocr_000665,,data\processed\images_1024\hf_sanskrit_ocr\train\1689.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1689.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1689.png,
image,,,1691.png,FOLIO_000666,666,hf_sanskrit_ocr_000666,,data\processed\images_1024\hf_sanskrit_ocr\train\1691.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1691.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1691.png,
image,,,1692.png,FOLIO_000667,667,hf_sanskrit_ocr_000667,,data\processed\images_1024\hf_sanskrit_ocr\train\1692.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1692.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1692.png,
image,,,1693.png,FOLIO_000668,668,hf_sanskrit_ocr_000668,,data\processed\images_1024\hf_sanskrit_ocr\train\1693.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1693.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1693.png,
image,,,1694.png,FOLIO_000669,669,hf_sanskrit_ocr_000669,,data\processed\images_1024\hf_sanskrit_ocr\train\1694.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1694.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1694.png,
image,,,1696.png,FOLIO_000670,670,hf_sanskrit_ocr_000670,,data\processed\images_1024\hf_sanskrit_ocr\train\1696.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1696.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1696.png,
image,,,1698.png,FOLIO_000671,671,hf_sanskrit_ocr_000671,,data\processed\images_1024\hf_sanskrit_ocr\train\1698.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1698.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1698.png,
image,,,17.png,FOLIO_000672,672,hf_sanskrit_ocr_000672,,data\processed\images_1024\hf_sanskrit_ocr\train\17.png,data\raw\manuscripts\hf_sanskrit_ocr\train\17.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\17.png,
image,,,1702.png,FOLIO_000673,673,hf_sanskrit_ocr_000673,,data\processed\images_1024\hf_sanskrit_ocr\train\1702.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1702.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1702.png,
image,,,1703.png,FOLIO_000674,674,hf_sanskrit_ocr_000674,,data\processed\images_1024\hf_sanskrit_ocr\train\1703.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1703.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1703.png,
image,,,1704.png,FOLIO_000675,675,hf_sanskrit_ocr_000675,,data\processed\images_1024\hf_sanskrit_ocr\train\1704.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1704.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1704.png,
image,,,1706.png,FOLIO_000676,676,hf_sanskrit_ocr_000676,,data\processed\images_1024\hf_sanskrit_ocr\train\1706.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1706.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1706.png,
image,,,1707.png,FOLIO_000677,677,hf_sanskrit_ocr_000677,,data\processed\images_1024\hf_sanskrit_ocr\train\1707.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1707.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1707.png,
image,,,1709.png,FOLIO_000678,678,hf_sanskrit_ocr_000678,,data\processed\images_1024\hf_sanskrit_ocr\train\1709.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1709.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1709.png,
image,,,171.png,FOLIO_000679,679,hf_sanskrit_ocr_000679,,data\processed\images_1024\hf_sanskrit_ocr\train\171.png,data\raw\manuscripts\hf_sanskrit_ocr\train\171.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\171.png,
image,,,1711.png,FOLIO_000680,680,hf_sanskrit_ocr_000680,,data\processed\images_1024\hf_sanskrit_ocr\train\1711.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1711.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1711.png,
image,,,1712.png,FOLIO_000681,681,hf_sanskrit_ocr_000681,,data\processed\images_1024\hf_sanskrit_ocr\train\1712.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1712.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1712.png,
image,,,1714.png,FOLIO_000682,682,hf_sanskrit_ocr_000682,,data\processed\images_1024\hf_sanskrit_ocr\train\1714.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1714.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1714.png,
image,,,1716.png,FOLIO_000683,683,hf_sanskrit_ocr_000683,,data\processed\images_1024\hf_sanskrit_ocr\train\1716.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1716.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1716.png,
image,,,1717.png,FOLIO_000684,684,hf_sanskrit_ocr_000684,,data\processed\images_1024\hf_sanskrit_ocr\train\1717.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1717.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1717.png,
image,,,172.png,FOLIO_000685,685,hf_sanskrit_ocr_000685,,data\processed\images_1024\hf_sanskrit_ocr\train\172.png,data\raw\manuscripts\hf_sanskrit_ocr\train\172.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\172.png,
image,,,1721.png,FOLIO_000686,686,hf_sanskrit_ocr_000686,,data\processed\images_1024\hf_sanskrit_ocr\train\1721.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1721.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1721.png,
image,,,1722.png,FOLIO_000687,687,hf_sanskrit_ocr_000687,,data\processed\images_1024\hf_sanskrit_ocr\train\1722.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1722.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1722.png,
image,,,1723.png,FOLIO_000688,688,hf_sanskrit_ocr_000688,,data\processed\images_1024\hf_sanskrit_ocr\train\1723.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1723.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1723.png,
image,,,1724.png,FOLIO_000689,689,hf_sanskrit_ocr_000689,,data\processed\images_1024\hf_sanskrit_ocr\train\1724.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1724.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1724.png,
image,,,1725.png,FOLIO_000690,690,hf_sanskrit_ocr_000690,,data\processed\images_1024\hf_sanskrit_ocr\train\1725.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1725.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1725.png,
image,,,1726.png,FOLIO_000691,691,hf_sanskrit_ocr_000691,,data\processed\images_1024\hf_sanskrit_ocr\train\1726.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1726.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1726.png,
image,,,1727.png,FOLIO_000692,692,hf_sanskrit_ocr_000692,,data\processed\images_1024\hf_sanskrit_ocr\train\1727.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1727.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1727.png,
image,,,1729.png,FOLIO_000693,693,hf_sanskrit_ocr_000693,,data\processed\images_1024\hf_sanskrit_ocr\train\1729.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1729.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1729.png,
image,,,1730.png,FOLIO_000694,694,hf_sanskrit_ocr_000694,,data\processed\images_1024\hf_sanskrit_ocr\train\1730.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1730.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1730.png,
image,,,1732.png,FOLIO_000695,695,hf_sanskrit_ocr_000695,,data\processed\images_1024\hf_sanskrit_ocr\train\1732.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1732.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1732.png,
image,,,1733.png,FOLIO_000696,696,hf_sanskrit_ocr_000696,,data\processed\images_1024\hf_sanskrit_ocr\train\1733.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1733.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1733.png,
image,,,1739.png,FOLIO_000697,697,hf_sanskrit_ocr_000697,,data\processed\images_1024\hf_sanskrit_ocr\train\1739.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1739.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1739.png,
image,,,174.png,FOLIO_000698,698,hf_sanskrit_ocr_000698,,data\processed\images_1024\hf_sanskrit_ocr\train\174.png,data\raw\manuscripts\hf_sanskrit_ocr\train\174.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\174.png,
image,,,1740.png,FOLIO_000699,699,hf_sanskrit_ocr_000699,,data\processed\images_1024\hf_sanskrit_ocr\train\1740.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1740.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1740.png,
image,,,1741.png,FOLIO_000700,700,hf_sanskrit_ocr_000700,,data\processed\images_1024\hf_sanskrit_ocr\train\1741.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1741.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1741.png,
image,,,1743.png,FOLIO_000701,701,hf_sanskrit_ocr_000701,,data\processed\images_1024\hf_sanskrit_ocr\train\1743.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1743.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1743.png,
image,,,1744.png,FOLIO_000702,702,hf_sanskrit_ocr_000702,,data\processed\images_1024\hf_sanskrit_ocr\train\1744.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1744.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1744.png,
image,,,1745.png,FOLIO_000703,703,hf_sanskrit_ocr_000703,,data\processed\images_1024\hf_sanskrit_ocr\train\1745.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1745.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1745.png,
image,,,1746.png,FOLIO_000704,704,hf_sanskrit_ocr_000704,,data\processed\images_1024\hf_sanskrit_ocr\train\1746.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1746.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1746.png,
image,,,1747.png,FOLIO_000705,705,hf_sanskrit_ocr_000705,,data\processed\images_1024\hf_sanskrit_ocr\train\1747.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1747.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1747.png,
image,,,1748.png,FOLIO_000706,706,hf_sanskrit_ocr_000706,,data\processed\images_1024\hf_sanskrit_ocr\train\1748.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1748.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1748.png,
image,,,1749.png,FOLIO_000707,707,hf_sanskrit_ocr_000707,,data\processed\images_1024\hf_sanskrit_ocr\train\1749.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1749.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1749.png,
image,,,175.png,FOLIO_000708,708,hf_sanskrit_ocr_000708,,data\processed\images_1024\hf_sanskrit_ocr\train\175.png,data\raw\manuscripts\hf_sanskrit_ocr\train\175.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\175.png,
image,,,1752.png,FOLIO_000709,709,hf_sanskrit_ocr_000709,,data\processed\images_1024\hf_sanskrit_ocr\train\1752.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1752.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1752.png,
image,,,1755.png,FOLIO_000710,710,hf_sanskrit_ocr_000710,,data\processed\images_1024\hf_sanskrit_ocr\train\1755.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1755.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1755.png,
image,,,1756.png,FOLIO_000711,711,hf_sanskrit_ocr_000711,,data\processed\images_1024\hf_sanskrit_ocr\train\1756.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1756.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1756.png,
image,,,1757.png,FOLIO_000712,712,hf_sanskrit_ocr_000712,,data\processed\images_1024\hf_sanskrit_ocr\train\1757.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1757.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1757.png,
image,,,1758.png,FOLIO_000713,713,hf_sanskrit_ocr_000713,,data\processed\images_1024\hf_sanskrit_ocr\train\1758.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1758.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1758.png,
image,,,176.png,FOLIO_000714,714,hf_sanskrit_ocr_000714,,data\processed\images_1024\hf_sanskrit_ocr\train\176.png,data\raw\manuscripts\hf_sanskrit_ocr\train\176.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\176.png,
image,,,1761.png,FOLIO_000715,715,hf_sanskrit_ocr_000715,,data\processed\images_1024\hf_sanskrit_ocr\train\1761.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1761.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1761.png,
image,,,1762.png,FOLIO_000716,716,hf_sanskrit_ocr_000716,,data\processed\images_1024\hf_sanskrit_ocr\train\1762.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1762.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1762.png,
image,,,1763.png,FOLIO_000717,717,hf_sanskrit_ocr_000717,,data\processed\images_1024\hf_sanskrit_ocr\train\1763.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1763.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1763.png,
image,,,1764.png,FOLIO_000718,718,hf_sanskrit_ocr_000718,,data\processed\images_1024\hf_sanskrit_ocr\train\1764.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1764.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1764.png,
image,,,1765.png,FOLIO_000719,719,hf_sanskrit_ocr_000719,,data\processed\images_1024\hf_sanskrit_ocr\train\1765.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1765.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1765.png,
image,,,1766.png,FOLIO_000720,720,hf_sanskrit_ocr_000720,,data\processed\images_1024\hf_sanskrit_ocr\train\1766.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1766.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1766.png,
image,,,1768.png,FOLIO_000721,721,hf_sanskrit_ocr_000721,,data\processed\images_1024\hf_sanskrit_ocr\train\1768.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1768.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1768.png,
image,,,1771.png,FOLIO_000722,722,hf_sanskrit_ocr_000722,,data\processed\images_1024\hf_sanskrit_ocr\train\1771.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1771.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1771.png,
image,,,1773.png,FOLIO_000723,723,hf_sanskrit_ocr_000723,,data\processed\images_1024\hf_sanskrit_ocr\train\1773.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1773.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1773.png,
image,,,1774.png,FOLIO_000724,724,hf_sanskrit_ocr_000724,,data\processed\images_1024\hf_sanskrit_ocr\train\1774.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1774.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1774.png,
image,,,1775.png,FOLIO_000725,725,hf_sanskrit_ocr_000725,,data\processed\images_1024\hf_sanskrit_ocr\train\1775.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1775.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1775.png,
image,,,1776.png,FOLIO_000726,726,hf_sanskrit_ocr_000726,,data\processed\images_1024\hf_sanskrit_ocr\train\1776.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1776.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1776.png,
image,,,1777.png,FOLIO_000727,727,hf_sanskrit_ocr_000727,,data\processed\images_1024\hf_sanskrit_ocr\train\1777.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1777.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1777.png,
image,,,1778.png,FOLIO_000728,728,hf_sanskrit_ocr_000728,,data\processed\images_1024\hf_sanskrit_ocr\train\1778.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1778.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1778.png,
image,,,1779.png,FOLIO_000729,729,hf_sanskrit_ocr_000729,,data\processed\images_1024\hf_sanskrit_ocr\train\1779.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1779.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1779.png,
image,,,178.png,FOLIO_000730,730,hf_sanskrit_ocr_000730,,data\processed\images_1024\hf_sanskrit_ocr\train\178.png,data\raw\manuscripts\hf_sanskrit_ocr\train\178.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\178.png,
image,,,1780.png,FOLIO_000731,731,hf_sanskrit_ocr_000731,,data\processed\images_1024\hf_sanskrit_ocr\train\1780.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1780.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1780.png,
image,,,1781.png,FOLIO_000732,732,hf_sanskrit_ocr_000732,,data\processed\images_1024\hf_sanskrit_ocr\train\1781.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1781.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1781.png,
image,,,1782.png,FOLIO_000733,733,hf_sanskrit_ocr_000733,,data\processed\images_1024\hf_sanskrit_ocr\train\1782.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1782.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1782.png,
image,,,1783.png,FOLIO_000734,734,hf_sanskrit_ocr_000734,,data\processed\images_1024\hf_sanskrit_ocr\train\1783.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1783.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1783.png,
image,,,1784.png,FOLIO_000735,735,hf_sanskrit_ocr_000735,,data\processed\images_1024\hf_sanskrit_ocr\train\1784.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1784.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1784.png,
image,,,1785.png,FOLIO_000736,736,hf_sanskrit_ocr_000736,,data\processed\images_1024\hf_sanskrit_ocr\train\1785.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1785.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1785.png,
image,,,1786.png,FOLIO_000737,737,hf_sanskrit_ocr_000737,,data\processed\images_1024\hf_sanskrit_ocr\train\1786.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1786.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1786.png,
image,,,1787.png,FOLIO_000738,738,hf_sanskrit_ocr_000738,,data\processed\images_1024\hf_sanskrit_ocr\train\1787.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1787.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1787.png,
image,,,1788.png,FOLIO_000739,739,hf_sanskrit_ocr_000739,,data\processed\images_1024\hf_sanskrit_ocr\train\1788.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1788.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1788.png,
image,,,1789.png,FOLIO_000740,740,hf_sanskrit_ocr_000740,,data\processed\images_1024\hf_sanskrit_ocr\train\1789.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1789.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1789.png,
image,,,179.png,FOLIO_000741,741,hf_sanskrit_ocr_000741,,data\processed\images_1024\hf_sanskrit_ocr\train\179.png,data\raw\manuscripts\hf_sanskrit_ocr\train\179.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\179.png,
image,,,1790.png,FOLIO_000742,742,hf_sanskrit_ocr_000742,,data\processed\images_1024\hf_sanskrit_ocr\train\1790.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1790.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1790.png,
image,,,1791.png,FOLIO_000743,743,hf_sanskrit_ocr_000743,,data\processed\images_1024\hf_sanskrit_ocr\train\1791.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1791.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1791.png,
image,,,1793.png,FOLIO_000744,744,hf_sanskrit_ocr_000744,,data\processed\images_1024\hf_sanskrit_ocr\train\1793.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1793.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1793.png,
image,,,1797.png,FOLIO_000745,745,hf_sanskrit_ocr_000745,,data\processed\images_1024\hf_sanskrit_ocr\train\1797.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1797.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1797.png,
image,,,1798.png,FOLIO_000746,746,hf_sanskrit_ocr_000746,,data\processed\images_1024\hf_sanskrit_ocr\train\1798.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1798.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1798.png,
image,,,1799.png,FOLIO_000747,747,hf_sanskrit_ocr_000747,,data\processed\images_1024\hf_sanskrit_ocr\train\1799.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1799.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1799.png,
image,,,18.png,FOLIO_000748,748,hf_sanskrit_ocr_000748,,data\processed\images_1024\hf_sanskrit_ocr\train\18.png,data\raw\manuscripts\hf_sanskrit_ocr\train\18.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\18.png,
image,,,1800.png,FOLIO_000749,749,hf_sanskrit_ocr_000749,,data\processed\images_1024\hf_sanskrit_ocr\train\1800.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1800.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1800.png,
image,,,1801.png,FOLIO_000750,750,hf_sanskrit_ocr_000750,,data\processed\images_1024\hf_sanskrit_ocr\train\1801.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1801.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1801.png,
image,,,1802.png,FOLIO_000751,751,hf_sanskrit_ocr_000751,,data\processed\images_1024\hf_sanskrit_ocr\train\1802.png,data\raw\manuscripts\hf_sanskrit_ocr\train\1802.png,,hf_sanskrit_ocr,train,,data\processed\thumbnails\hf_sanskrit_ocr\train\1802.png,
